depth	depth_interval	month	sea_basin	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	PH_LAB:mean	PH_LAB:std	PH_LAB:count	PH_LAB:max	PH_LAB:min	PH_LAB:95p	PH_LAB:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	oxygen_saturation:mean	oxygen_saturation:std	oxygen_saturation:count	oxygen_saturation:max	oxygen_saturation:min	oxygen_saturation:95p	oxygen_saturation:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
0.00	0_2.5	3	17	5.86	2.19	17.00	10.00	2.50																																													0.21	0.11	19.00	0.47	0.09	0.40	0.10															4.39	3.11	19.00	14.35	1.35	9.46	1.57	0.39	0.43	19.00	1.57	0.04	0.99	0.05																																																		21.66	3.58	19.00	34.27	17.88	25.27	18.49	0.54	0.13	19.00	0.81	0.32	0.75	0.41	9.85	0.51	16.00	10.69	8.69										4.78	3.48	19.00	15.92	1.41	10.46	1.64	4.41	1.30	19.00	5.57	2.00	5.56	2.00							
0.00	0_2.5	4	17	5.33	2.40	26.00	10.90	2.00																															3.27	1.23	17.00	5.79	2.00			9.73	0.74	23.00	10.85	7.65			0.09	0.07	26.00	0.32	0.02																	3.85	4.74	26.00	15.85	0.02			0.60	0.96	26.00	4.50	0.05																																																				23.70	7.54	27.00	44.41	15.52	39.68	17.36	0.47	0.10	26.00	0.65	0.22			9.78	0.73	25.00	10.85	7.65										4.41	5.31	25.00	17.78	0.08			4.00	1.42	26.00	5.80	2.00									
0.00	0_2.5	5	17	5.42	3.03	30.00	13.10	2.00																															3.17	1.25	24.00	5.71	2.00			8.60	0.66	29.00	9.81	7.29			0.07	0.05	33.00	0.19	0.02	0.16	0.02															1.67	2.28	31.00	8.57	0.01			0.38	0.36	33.00	1.78	0.04	0.89	0.06																																																		20.15	3.49	31.00	29.99	16.23			0.43	0.08	31.00	0.58	0.26			8.64	0.65	32.00	9.81	7.29										1.98	2.41	33.00	9.50	0.06	6.52	0.08	3.74	1.41	33.00	5.70	2.00	5.43	2.00							
0.00	0_2.5	6	17	5.18	2.64	32.00	10.30	1.50																															2.82	1.06	23.00	5.55	2.00			7.56	0.66	30.00	8.68	6.45			0.07	0.06	34.00	0.20	0.01	0.19	0.02															0.45	0.78	34.00	3.57	0.02	1.79	0.02	0.36	0.40	34.00	2.14	0.05	0.86	0.06								3.50	2.97	31.00	13.10	0.59																																						19.19	3.02	34.00	26.42	12.85	23.56	15.71	0.43	0.27	34.00	1.87	0.21	0.59	0.28	7.59	0.63	33.00	8.68	6.45										0.81	1.11	34.00	5.71	0.07	2.31	0.08	3.53	1.41	33.00	5.57	2.00									
0.00	0_2.5	7	17	5.96	1.73	40.00	13.50	3.00			16.20	1.73	41.00	20.04	12.46	18.39	13.66	4.92	0.33	41.00	5.34	3.70	5.25	4.42	7.29	0.41	19.00	8.15	6.56																								0.03	0.01	32.00	0.06	0.01																	0.05	0.09	32.00	0.47	0.01			0.09	0.04	31.00	0.23	0.04			12.08	3.86	32.00	23.65	7.16			2.58	1.34	30.00	6.20	0.57																																						19.46	2.09	41.00	27.32	15.93	21.98	16.49	0.41	0.08	41.00	0.62	0.24	0.53	0.27	7.37	0.43	29.00	8.31	6.56			107.67	6.94	29.00	131.87	95.99			0.14	0.11	31.00	0.63	0.06			4.92	0.33	41.00	5.34	3.70	5.25	4.42	16.20	1.73	41.00	20.04	12.46	18.39	13.66
0.00	0_2.5	8	17	5.22	1.88	57.00	9.30	2.00			16.47	1.58	37.00	18.93	11.53			4.99	0.36	37.00	5.46	3.41			6.86	0.29	20.00	7.57	6.38										3.18	1.31	22.00	5.46	2.00			6.80	0.45	28.00	8.06	5.97			0.05	0.04	54.00	0.15	0.01																	0.27	0.67	54.00	3.50	0.02			0.21	0.21	54.00	1.07	0.04			13.52	3.87	33.00	27.39	9.09			3.64	2.42	50.00	11.10	0.62																																						19.89	2.50	57.00	24.99	12.14			0.44	0.08	57.00	0.71	0.32			6.82	0.39	47.00	8.06	5.97			102.20	6.81	29.00	125.37	90.66			0.47	0.77	54.00	3.79	0.02			4.28	1.22	57.00	5.46	2.00			16.46	1.55	39.00	18.93	11.53		
0.00	0_2.5	9	17	5.16	2.12	30.00	9.40	1.50																															3.91	1.20	23.00	5.70	2.00			7.17	0.35	28.00	8.18	6.52			0.08	0.05	33.00	0.18	0.02	0.16	0.02															0.74	1.58	31.00	8.07	0.02			0.31	0.26	33.00	1.00	0.04	0.82	0.06																																																		18.95	2.54	33.00	25.06	13.56	23.42	15.14	0.42	0.07	33.00	0.55	0.26	0.51	0.32	7.14	0.37	32.00	8.18	6.47										1.01	1.71	33.00	8.93	0.08	3.63	0.09	4.32	1.21	32.00	5.70	2.00									
0.00	0_2.5	10	17																																																																																																																																																																									4.64	1.28	16.00	5.63	2.00	5.60	2.45							
0.00	0_2.5	11	17	5.65	3.02	27.00	11.60	2.00																															3.49	1.20	20.00	5.60	2.00			8.31	0.35	27.00	8.94	7.62			0.17	0.07	30.00	0.33	0.06	0.31	0.07															3.44	2.21	28.00	8.50	0.74			0.43	0.41	28.00	1.43	0.04																																																				20.37	3.60	30.00	29.27	16.49	28.63	17.11	0.45	0.08	30.00	0.63	0.27	0.56	0.34	8.30	0.39	30.00	9.07	7.62	8.93	7.73								3.87	2.53	28.00	9.29	0.79			4.15	1.36	30.00	5.63	2.00	5.61	2.00							
5.00	2.5_7.5	3	17	5.86	2.19	17.00	10.00	2.50																																													0.23	0.11	19.00	0.47	0.09	0.41	0.10															3.21	1.34	19.00	6.28	1.16	5.38	1.56	0.22	0.21	19.00	0.75	0.04	0.48	0.04																																																		19.70	1.35	19.00	22.13	16.42	21.47	17.06	0.57	0.11	19.00	0.81	0.42	0.74	0.43	9.79	0.50	18.00	10.66	8.83										3.43	1.47	19.00	6.64	1.21	5.80	1.63	4.83	0.96	19.00	5.59	2.00	5.57	3.12							
