depth	depth_interval	month	sea_basin	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	PH_LAB:mean	PH_LAB:std	PH_LAB:count	PH_LAB:max	PH_LAB:min	PH_LAB:95p	PH_LAB:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	oxygen_saturation:mean	oxygen_saturation:std	oxygen_saturation:count	oxygen_saturation:max	oxygen_saturation:min	oxygen_saturation:95p	oxygen_saturation:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
0.00	0_2.5	1	16																																																		0.20	0.13	18.00	0.50	0.10																								5.15	5.67	18.00	18.30	0.40																																																				32.56	19.98	18.00	78.50	14.30			0.68	0.21	18.00	1.10	0.40																	7.72	6.74	18.00	21.00	0.70			3.85	1.18	16.00	5.20	2.00			0.24	0.30	19.00	1.10	-0.10		
0.00	0_2.5	2	16	4.14	1.69	183.00	8.00	0.70			0.73	0.64	124.00	2.40	-0.21			5.24	1.90	115.00	10.20	2.00			8.68	0.81	81.00	9.94	4.59			0.31	0.45	268.00	2.50	-1.00			3.52	1.20	241.00	5.90	1.00			8.48	1.02	50.00	10.30	5.74			0.28	0.17	348.00	1.39	0.04																	9.25	8.89	327.00	85.67	0.10			6.67	20.55	213.00	185.62	0.06										1.13	1.04	60.00	6.80	0.20																	7.53	0.38	108.00	8.95	6.60																	36.53	28.61	343.00	264.20	7.10			0.66	0.30	345.00	2.81	0.10			8.60	0.89	131.00	10.30	4.59			88.51	9.80	114.00	102.47	47.17			16.96	25.87	215.00	205.61	0.64			4.08	1.66	358.00	10.20	1.00			0.44	0.56	392.00	2.50	-1.00		
0.00	0_2.5	3	16	3.44	1.39	157.00	8.00	0.50			1.19	1.16	45.00	4.13	-0.34			4.13	0.93	50.00	5.50	2.00			8.75	1.54	28.00	10.85	3.17			0.84	0.86	311.00	6.50	-0.05			3.66	1.27	293.00	6.50	1.00			8.91	1.09	129.00	10.98	4.80			0.25	0.27	367.00	3.55	0.02			0.40	0.17	16.00	0.89	0.20			3.93	1.93	16.00	7.70	1.17			8.71	8.85	357.00	99.90	0.00			4.47	8.45	220.00	68.54	0.06										1.78	1.20	28.00	4.10	0.10																	7.48	0.35	52.00	8.65	6.70																	32.80	19.98	364.00	164.20	11.40			0.68	0.59	361.00	9.03	0.16			8.88	1.18	157.00	10.98	3.17			89.93	13.28	120.00	115.00	32.74			13.97	16.64	220.00	107.90	0.16			3.73	1.24	343.00	6.50	1.00			0.88	0.91	356.00	6.50	-0.34		
0.00	0_2.5	4	16	2.90	1.24	170.00	6.50	0.80			4.32	2.01	113.00	10.20	0.00			4.92	1.79	112.00	8.99	2.00			9.07	1.15	106.00	11.27	2.94			3.79	1.88	46.00	8.00	0.00			3.61	1.20	70.00	5.38	2.00			8.87	1.30	50.00	10.00	1.45			0.18	0.13	131.00	0.85	0.02																	10.73	14.65	126.00	71.39	0.02			2.88	9.87	129.00	74.20	0.07										7.53	5.77	45.00	25.70	0.60																	7.81	0.39	72.00	8.50	6.90																	40.64	26.33	151.00	137.00	5.00			0.76	0.34	150.00	1.87	0.29			9.01	1.20	156.00	11.27	1.45			100.53	15.76	133.00	128.79	14.98			11.92	17.00	126.00	89.24	0.12			4.41	1.71	182.00	8.99	2.00			4.16	1.98	159.00	10.20	0.00		
0.00	0_2.5	5	16	3.04	1.46	336.00	8.00	0.50			10.78	2.23	29.00	19.20	6.49			4.46	0.77	33.00	5.30	2.53			8.13	0.73	27.00	9.53	5.87			7.38	2.31	324.00	15.40	2.70			3.56	1.14	323.00	6.70	2.00			8.56	0.83	185.00	11.80	6.00			0.12	0.07	104.00	0.50	0.02																	2.45	3.18	98.00	15.80	0.10			1.16	1.73	95.00	10.10	0.07										3.98	5.41	281.00	74.60	0.30																	7.77	0.40	93.00	9.15	6.70																	27.12	15.54	385.00	112.80	5.70			0.59	0.57	385.00	7.90	0.13			8.51	0.83	212.00	11.80	5.87			103.50	9.80	138.00	141.50	77.08			3.55	3.77	95.00	16.15	0.23			3.64	1.14	355.00	6.70	2.00			7.66	2.49	353.00	19.20	2.70		
0.00	0_2.5	6	16	3.60	1.74	570.00	9.60	0.50			15.96	2.38	101.00	20.20	4.10			5.11	0.83	107.00	7.09	2.00			7.23	0.91	94.00	8.27	0.07			13.23	2.79	463.00	21.40	6.30			3.72	1.09	447.00	5.70	1.00			7.34	0.84	198.00	9.00	4.10			0.12	0.22	269.00	3.30	0.01																	1.18	2.97	262.00	25.70	0.01			0.96	2.00	256.00	21.42	0.06										4.40	4.36	479.00	44.60	0.10																	7.83	0.27	134.00	8.70	6.90																	24.53	14.98	565.00	115.00	2.10			0.62	0.50	563.00	4.89	0.07			7.30	0.87	292.00	9.00	0.07			101.44	12.97	214.00	130.75	0.79			2.00	4.31	254.00	28.70	0.07			3.99	1.18	554.00	7.09	1.00			13.72	2.91	564.00	21.40	4.10		
0.00	0_2.5	7	16	3.16	1.58	518.00	9.70	0.50			17.94	2.24	314.00	25.38	8.40			4.75	0.61	311.00	6.48	2.00			6.84	0.67	225.00	9.67	4.16			16.74	2.29	227.00	24.00	9.20			4.00	0.97	199.00	5.10	1.00										0.08	0.10	482.00	0.90	0.01										0.88	1.14	19.00	4.60	0.20			0.49	1.61	460.00	14.99	0.01			1.25	3.34	480.00	34.90	0.05			22.28	18.68	221.00	122.50	7.00			7.62	12.44	381.00	97.60	0.80																	7.97	0.21	46.00	8.75	7.60																	29.88	24.55	498.00	399.80	10.70			0.76	0.58	500.00	4.69	0.20			6.81	0.73	234.00	9.67	2.45			104.11	12.18	233.00	165.90	34.75			1.71	4.09	477.00	36.10	0.05			4.45	0.86	504.00	6.48	1.00			17.42	2.35	527.00	25.38	8.40		
0.00	0_2.5	8	16	3.56	1.78	997.00	14.00	0.10			18.44	1.68	360.00	23.00	12.06			4.84	0.64	358.00	6.50	2.00			6.34	0.70	273.00	7.99	3.84			17.24	2.62	650.00	24.10	4.00			3.94	1.03	639.00	7.80	1.20			6.54	1.02	204.00	9.70	2.30			0.12	0.12	997.00	1.45	0.00										1.73	3.46	19.00	12.10	0.20			0.95	2.41	955.00	25.70	0.00			1.35	3.43	593.00	48.55	0.03			27.03	26.02	221.00	158.00	5.02			5.97	9.10	877.00	100.00	0.30																	7.88	0.24	215.00	8.70	7.10																	26.39	17.10	1006.00	157.00	5.00			0.71	0.55	1007.00	4.95	0.16			6.43	0.86	477.00	9.70	2.30			97.38	13.25	402.00	138.21	37.22			1.99	4.55	588.00	53.76	0.02			4.26	1.01	991.00	7.80	1.20			17.67	2.40	1011.00	24.10	4.00		
0.00	0_2.5	9	16	3.60	1.60	355.00	9.80	0.50			14.54	1.48	20.00	19.27	12.80										6.83	0.35	18.00	7.39	6.24			12.28	2.20	337.00	18.20	5.90			3.98	1.06	318.00	6.30	2.00			7.02	0.77	187.00	10.91	4.50			0.19	0.19	97.00	1.05	0.02																	1.08	1.72	95.00	10.90	0.12			0.58	0.45	74.00	2.64	0.07										5.66	10.22	275.00	98.00	0.40																	7.77	0.27	102.00	8.60	6.60																	24.88	17.60	392.00	137.00	7.50			0.67	0.49	392.00	3.85	0.16			7.00	0.74	205.00	10.91	4.50			94.60	10.85	123.00	138.24	61.20			1.25	1.17	74.00	6.35	0.25			4.00	1.05	332.00	6.30	2.00			12.40	2.23	357.00	19.27	5.90		
0.00	0_2.5	10	16	3.21	1.53	223.00	8.00	0.60			9.83	2.26	149.00	15.10	3.30			5.31	1.07	143.00	7.49	2.00			7.09	0.52	105.00	7.98	5.75			7.61	2.59	94.00	14.40	2.80			4.40	0.85	100.00	5.70	2.00			7.21	0.63	29.00	8.49	6.20			0.17	0.11	202.00	0.90	0.02										2.79	3.86	19.00	11.45	0.20			1.36	2.06	183.00	14.65	0.10			2.44	5.42	200.00	53.50	0.10										11.56	15.00	39.00	63.00	2.20																	7.76	0.22	76.00	8.00	6.80																	27.04	14.73	214.00	101.00	10.70			0.74	0.41	215.00	2.98	0.20			7.12	0.55	134.00	8.49	5.75			91.59	7.11	126.00	104.99	70.44			3.76	6.27	200.00	61.40	0.10			4.94	1.07	247.00	7.49	2.00			8.97	2.62	244.00	15.10	2.80		
