depth	month	area_tag	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
0.00	1	4	5.37	1.83	63.00	11.00	3.00			2.98	2.06	71.00	6.78	-1.44			21.85	2.76	66.00	28.70	15.93										2.81	2.14	58.00	6.71	-1.17			21.90	2.71	64.00	29.19	12.71			8.10	0.60	80.00	9.90	7.06			0.51	0.14	83.00	0.74	0.15			0.34	0.18	74.00	0.81	0.04			5.39	2.40	75.00	10.71	0.23			6.02	2.69	60.00	11.43	0.27			0.74	0.39	41.00	1.62	0.05			9.64	3.82	82.00	17.12	0.40			2.48	2.72	80.00	12.40	0.30																															21.85	6.29	79.00	47.10	13.57			0.89	0.17	79.00	1.28	0.51			8.07	0.64	82.00	9.90	6.40			6.60	2.80	41.00	12.21	0.28			22.08	2.67	87.00	29.19	15.93			2.92	2.03	90.00	6.78	-1.44		
0.00	2	4	5.80	1.93	65.00	10.00	1.50			1.89	1.45	71.00	5.58	-0.81			21.45	3.30	63.00	29.44	15.07										1.75	1.47	68.00	5.52	-1.00			22.21	3.16	73.00	28.96	14.36			8.34	0.56	82.00	9.40	6.80			0.50	0.20	84.00	0.81	0.05			0.33	0.17	79.00	0.70	0.02			6.81	3.15	77.00	13.81	0.40			7.29	3.46	60.00	14.29	0.10			0.69	0.71	48.00	3.37	0.05			10.45	4.75	86.00	29.30	0.20			2.81	3.25	79.00	15.75	0.15																															22.18	4.84	82.00	38.60	11.43			0.87	0.17	82.00	1.32	0.55			8.34	0.56	82.00	9.40	6.80			8.12	3.35	47.00	14.09	0.10			21.98	3.36	100.00	29.44	14.36			1.90	1.41	101.00	5.58	-1.00		
0.00	3	4	5.76	2.08	78.00	11.00	2.50			2.52	1.55	65.00	5.00	-0.72			20.09	2.75	63.00	30.24	15.16										2.21	1.55	63.00	5.01	-0.99			20.81	3.08	68.00	31.40	15.73			8.73	0.81	84.00	10.81	6.67			0.26	0.19	84.00	0.77	0.02			0.15	0.14	76.00	0.47	0.02			3.92	3.82	68.00	12.49	0.07			3.73	3.85	60.00	12.68	0.10			0.41	0.63	50.00	4.20	0.05			6.19	4.76	83.00	16.50	0.10			6.67	5.62	82.00	28.55	0.25																															21.11	5.19	83.00	37.10	10.70			0.76	0.19	83.00	1.25	0.29			8.73	0.81	84.00	10.81	6.67			4.65	4.40	50.00	13.96	0.07			20.51	2.91	85.00	31.40	15.46	25.71	16.86	2.32	1.50	85.00	5.00	-0.99	4.75	-0.27
0.00	4	4	6.84	2.14	70.00	13.00	2.50			4.83	1.70	54.00	8.61	0.97			19.18	3.64	48.00	27.40	11.22										4.55	1.41	58.00	6.66	1.01			19.58	3.69	57.00	33.24	11.19			8.27	0.60	71.00	9.92	7.20			0.11	0.07	72.00	0.32	0.02			0.06	0.04	64.00	0.26	0.02			1.12	1.86	49.00	11.38	0.07			1.03	1.90	49.00	11.64	0.07			0.41	0.34	43.00	1.65	0.05			2.87	2.56	72.00	11.20	0.10			2.56	2.18	71.00	10.20	0.50																															19.41	7.00	71.00	50.00	10.71			0.57	0.27	71.00	1.84	0.06			8.27	0.60	72.00	9.92	7.20			1.69	2.30	41.00	13.29	0.07			19.71	3.78	71.00	33.24	11.22			4.87	1.54	77.00	8.61	0.97		
0.00	5	4	6.72	1.75	88.00	13.00	2.80			9.70	1.37	66.00	13.40	7.18			18.16	2.79	65.00	27.30	12.40										9.85	1.56	71.00	13.45	7.07			17.81	2.77	71.00	24.00	12.63			7.53	0.49	86.00	9.48	6.30			0.07	0.04	89.00	0.26	0.02			0.05	0.04	79.00	0.18	0.02			0.75	1.31	53.00	6.07	0.02			0.62	1.05	62.00	5.32	0.07			0.28	0.28	45.00	1.72	0.05			2.14	1.43	89.00	5.45	0.10			1.71	0.89	87.00	5.80	0.60																															18.12	5.15	86.00	52.10	11.43			0.46	0.17	87.00	0.91	0.06			7.52	0.50	87.00	9.48	6.30			0.94	1.20	43.00	6.35	0.07			18.18	2.92	90.00	27.30	12.40	22.72	13.43	9.66	1.47	90.00	13.40	7.07	12.53	7.92
0.00	6	4	7.08	1.69	77.00	11.25	3.50			15.17	1.74	50.00	18.90	12.30			18.16	3.12	48.00	25.14	2.00										14.90	1.92	61.00	18.66	10.96			18.46	2.08	60.00	22.80	13.59			6.79	0.42	79.00	8.70	6.17			0.07	0.04	79.00	0.23	0.02			0.05	0.03	69.00	0.15	0.02			0.39	0.59	48.00	3.34	0.02			0.46	0.74	50.00	3.49	0.07			0.21	0.20	47.00	1.02	0.05			1.65	1.23	78.00	6.60	0.10			1.34	0.77	76.00	4.00	0.30																															18.13	5.27	77.00	42.10	10.00			0.41	0.21	76.00	1.35	0.06			6.79	0.42	79.00	8.70	6.17			0.57	0.82	45.00	4.51	0.10			18.21	2.87	79.00	25.14	2.00			14.87	1.87	80.00	18.90	10.96	18.40	12.29
0.00	7	4	7.87	2.22	71.00	14.10	4.00			17.78	1.62	50.00	21.23	15.66			19.17	3.41	49.00	24.50	2.00										17.74	1.88	56.00	21.36	13.90			19.57	1.97	57.00	24.29	15.60			6.23	0.30	71.00	7.10	5.60			0.07	0.05	73.00	0.26	0.02	0.16	0.03	0.05	0.03	65.00	0.17	0.02			0.34	0.58	44.00	2.85	0.02			0.37	0.64	46.00	3.02	0.07			0.24	0.19	43.00	0.99	0.03			1.01	0.94	73.00	4.00	0.10	3.20	0.10	1.34	1.08	73.00	4.90	0.10	3.86	0.36																													17.52	4.79	73.00	35.70	10.00	25.84	11.06	0.41	0.15	73.00	0.70	0.11	0.65	0.17	6.23	0.30	71.00	7.10	5.60			0.55	0.73	41.00	3.52	0.05			19.34	3.05	72.00	24.50	2.00			17.54	1.77	72.00	21.23	13.90		
0.00	8	4	8.40	2.19	79.00	14.50	4.50			19.09	1.33	60.00	21.81	16.57			19.72	2.12	58.00	25.77	14.78										19.20	1.37	64.00	21.99	16.00			19.47	1.94	65.00	25.03	14.85			6.11	0.42	82.00	7.26	5.10			0.07	0.04	81.00	0.21	0.02			0.05	0.06	71.00	0.36	0.02			0.32	0.62	35.00	2.83	0.02			0.34	0.67	55.00	3.01	0.07			0.32	0.40	44.00	2.19	0.07			0.97	0.87	79.00	5.95	0.10			1.31	0.84	81.00	4.30	0.20																															17.39	4.04	81.00	35.80	10.70			0.43	0.14	81.00	0.83	0.16			6.11	0.42	82.00	7.26	5.10			0.59	0.92	42.00	5.13	0.07			19.63	1.98	85.00	25.77	14.78			19.09	1.37	85.00	21.99	16.00		
0.00	9	4	8.90	2.33	82.00	17.20	3.30			16.81	1.29	76.00	21.20	14.23			20.89	3.47	72.00	31.38	2.00										16.81	1.25	64.00	20.31	14.10			20.49	3.51	68.00	27.50	2.00			6.13	0.43	84.00	8.10	5.10			0.08	0.05	84.00	0.28	0.02			0.04	0.03	74.00	0.14	0.02			0.20	0.15	38.00	0.56	0.02			0.23	0.32	58.00	1.86	0.07			0.28	0.18	46.00	1.03	0.05			1.38	0.91	84.00	5.00	0.10			1.95	1.75	81.00	13.15	0.20																															18.04	5.13	83.00	37.90	10.71			0.47	0.14	83.00	0.85	0.13			6.13	0.43	85.00	8.10	5.10			0.44	0.28	44.00	1.17	0.07			20.64	3.31	102.00	31.38	2.00			16.78	1.38	105.00	21.20	14.10	19.34	14.68
0.00	10	4	6.90	2.02	77.00	11.00	2.90			13.34	1.19	55.00	16.73	11.14			21.75	2.88	50.00	30.21	17.70										13.10	1.29	62.00	16.75	10.00			21.14	2.80	68.00	29.73	15.15			6.54	0.60	79.00	9.30	5.49			0.12	0.06	82.00	0.30	0.03	0.21	0.06	0.07	0.06	72.00	0.35	0.02			0.61	0.85	51.00	3.93	0.02			0.70	1.31	53.00	6.21	0.07			0.35	0.31	46.00	1.72	0.05			2.90	2.38	81.00	11.80	0.10			3.32	2.19	81.00	12.35	0.90																															18.36	5.54	81.00	41.43	9.29			0.57	0.18	81.00	0.99	0.19			6.54	0.60	80.00	9.30	5.49			0.96	1.02	44.00	4.80	0.10			21.37	3.04	80.00	30.21	15.15			13.14	1.27	82.00	16.73	10.00	14.97	11.10
