depth	depth_interval	month	sea_basin	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	PH_LAB:mean	PH_LAB:std	PH_LAB:count	PH_LAB:max	PH_LAB:min	PH_LAB:95p	PH_LAB:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	oxygen_saturation:mean	oxygen_saturation:std	oxygen_saturation:count	oxygen_saturation:max	oxygen_saturation:min	oxygen_saturation:95p	oxygen_saturation:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
0.00	0_2.5	1	24	4.70	0.84	59.00	6.80	3.40			1.69	1.19	37.00	3.90	0.00																	1.86	0.98	27.00	3.80	0.10			2.44	0.62	55.00	4.61	2.00			8.12	0.56	42.00	9.50	6.68			1.01	0.24	46.00	1.58	0.61																	21.38	5.41	46.00	36.41	12.89			1.95	2.05	46.00	10.00	0.21			31.09	4.96	40.00	39.17	21.98																																													47.68	9.87	58.00	98.84	37.40			1.32	0.27	58.00	2.06	0.90			8.12	0.59	50.00	9.50	6.68			84.56	4.92	50.00	95.17	70.12			23.32	6.90	46.00	46.41	13.86			2.67	0.93	63.00	5.10	2.00			1.76	1.10	64.00	3.90	0.00		
0.00	0_2.5	2	24	4.61	1.14	234.00	8.10	1.80			1.13	0.92	75.00	3.50	-0.65			2.65	0.67	27.00	4.24	2.00			8.59	0.70	23.00	9.63	6.56			0.90	0.68	183.00	3.40	-0.40			2.38	0.59	233.00	4.52	0.84			8.51	0.62	231.00	11.00	5.18			0.85	0.24	255.00	3.62	0.10																	26.49	13.86	256.00	130.00	11.64			3.81	3.31	256.00	20.70	0.21			30.51	8.86	194.00	90.10	16.20																																													54.94	18.24	258.00	201.90	29.99			1.22	0.38	258.00	5.84	0.71			8.51	0.63	254.00	11.00	5.18			86.58	6.36	245.00	110.76	52.75			30.28	15.10	256.00	135.51	13.64			2.41	0.61	257.00	4.52	0.84			0.96	0.77	258.00	3.50	-0.65		
0.00	0_2.5	3	24	4.61	1.17	69.00	6.80	1.50			1.75	1.27	47.00	3.93	-0.30										8.72	1.02	17.00	10.09	6.51			1.79	0.67	27.00	3.40	0.67			2.23	0.35	57.00	3.56	2.00			8.49	1.01	41.00	10.01	3.29			0.65	0.25	56.00	1.42	0.03																	21.90	7.65	56.00	49.70	11.72			4.35	5.66	56.00	35.70	0.21			33.74	12.10	46.00	74.80	19.15																																													51.14	12.97	62.00	120.00	39.30			1.09	0.19	62.00	1.94	0.79			8.55	1.01	58.00	10.09	3.29			88.06	11.16	55.00	108.77	32.82			26.17	11.35	56.00	63.90	13.60			2.25	0.41	72.00	3.87	2.00			1.76	1.08	74.00	3.93	-0.30		
0.00	0_2.5	4	24	3.43	1.05	365.00	6.20	0.90			5.94	2.11	88.00	11.83	2.90			2.35	0.45	46.00	3.58	2.00			9.90	1.04	17.00	12.70	8.40			3.84	1.46	270.00	9.62	1.15			2.37	0.57	351.00	4.49	2.00			9.51	0.67	346.00	12.15	8.00			0.22	0.19	369.00	1.13	0.01																	16.46	9.76	372.00	69.30	0.07			2.21	2.86	366.00	14.49	0.07			19.20	13.59	251.00	57.11	0.18																																													46.97	10.25	370.00	116.00	23.56			0.88	0.24	372.00	1.90	0.29			9.53	0.70	363.00	12.70	8.00			105.88	10.96	356.00	157.97	87.69			18.46	10.87	365.00	72.70	0.14			2.36	0.56	370.00	4.49	2.00			4.40	1.89	367.00	11.83	1.15		
0.00	0_2.5	5	24	2.92	0.75	299.00	7.50	1.20			9.97	2.06	103.00	18.00	4.50			2.71	0.54	36.00	3.72	2.00			8.90	0.95	17.00	11.13	7.50			8.63	1.74	196.00	15.40	5.00			2.39	0.48	288.00	4.12	2.00			8.94	0.94	246.00	12.36	7.00			0.08	0.07	284.00	0.52	0.01																	7.99	7.01	300.00	30.80	0.07			1.52	2.18	299.00	17.70	0.07			6.91	7.97	259.00	43.85	0.11																																													40.53	9.88	271.00	98.35	22.13			0.76	0.26	272.00	1.96	0.24			8.94	0.94	263.00	12.36	7.00			112.31	10.87	262.00	152.30	86.95			9.36	8.29	299.00	42.55	0.07			2.40	0.48	306.00	4.12	2.00			9.12	1.98	304.00	18.00	4.50		
0.00	0_2.5	6	24	3.03	0.90	352.00	6.10	1.30			15.22	2.60	102.00	22.00	9.60			2.81	0.67	33.00	3.79	2.00			7.17	0.52	16.00	8.10	6.40			13.58	2.39	230.00	19.90	7.73			2.71	0.67	343.00	4.22	1.85			7.80	0.95	328.00	10.34	4.90			0.08	0.06	330.00	0.36	0.01																	5.57	7.33	348.00	36.70	0.07			1.76	2.91	348.00	28.84	0.07			3.07	3.03	228.00	13.29	0.11			7.66	3.18	38.00	15.92	2.40																																						38.30	11.81	359.00	112.37	18.56			0.73	0.27	356.00	2.10	0.29			7.77	0.94	344.00	10.34	4.90			107.88	12.36	342.00	151.99	67.21			7.18	9.23	347.00	54.61	0.07			2.72	0.67	361.00	4.22	1.85			14.06	2.52	361.00	22.00	7.73		
0.00	0_2.5	7	24	3.40	1.00	613.00	6.40	1.00			17.57	2.43	298.00	26.60	11.70			3.32	0.80	241.00	4.97	2.00			6.76	0.70	195.00	8.76	4.90			16.77	1.84	309.00	23.39	11.65			2.97	0.69	426.00	4.37	2.00			7.02	0.86	410.00	12.11	4.67			0.07	0.09	598.00	1.08	0.01																	4.58	6.75	616.00	62.83	0.02			1.40	2.08	615.00	30.99	0.08			6.32	3.75	488.00	22.40	0.04			5.59	4.78	209.00	26.80	0.94																																						37.09	9.73	620.00	97.81	19.28			0.80	0.27	619.00	2.29	0.36			6.94	0.82	597.00	12.11	4.67			102.97	12.11	590.00	188.20	71.15			5.96	8.11	613.00	80.97	0.11			3.12	0.75	620.00	4.97	2.00			17.13	2.14	618.00	26.60	11.65		
0.00	0_2.5	8	24	3.54	1.06	580.00	7.10	1.20			18.05	1.80	331.00	26.67	12.00			3.55	0.81	256.00	5.12	1.99			6.50	0.78	224.00	8.60	4.18			17.89	2.11	256.00	23.38	12.48			3.22	0.78	371.00	4.82	2.00			6.56	0.71	354.00	8.68	3.20			0.13	0.19	560.00	1.67	0.01																	4.42	8.15	585.00	64.10	0.02			1.27	1.60	582.00	17.60	0.07			9.98	4.74	441.00	26.03	0.32			7.61	6.08	236.00	45.70	0.80																	8.16	0.20	17.00	8.60	7.70																	37.32	12.60	595.00	178.00	16.42			0.93	0.44	596.00	6.62	0.36			6.54	0.74	570.00	8.68	3.20			99.17	12.58	559.00	131.32	44.37			5.63	9.31	581.00	81.70	0.07			3.37	0.81	590.00	5.12	1.99			17.95	1.92	594.00	26.67	12.00		
0.00	0_2.5	9	24	3.62	1.00	422.00	6.50	1.30			14.57	1.31	110.00	18.60	11.50			3.56	0.77	52.00	4.58	2.00										14.41	1.53	313.00	20.62	11.31			3.28	0.78	408.00	4.79	2.00			6.38	0.76	406.00	8.74	4.30			0.25	0.29	405.00	1.77	0.01																	9.77	9.96	422.00	46.82	0.07			1.87	1.96	421.00	12.04	0.14			12.95	6.15	304.00	34.89	0.32																																													42.11	12.88	423.00	86.17	22.13			1.04	0.38	423.00	2.41	0.40			6.38	0.76	421.00	8.74	4.30			89.99	11.20	420.00	120.94	59.03			11.58	11.28	421.00	58.86	0.09			3.30	0.79	425.00	4.79	2.00			14.45	1.48	425.00	20.62	11.31		
0.00	0_2.5	10	24	4.42	0.93	425.00	8.55	1.30			10.61	1.11	116.00	13.60	8.40			3.88	0.66	63.00	4.78	2.00			6.27	0.85	22.00	8.88	4.90			10.06	1.80	309.00	13.70	4.50			3.44	0.83	404.00	6.18	2.00			6.30	0.67	399.00	7.56	3.70			0.64	0.45	426.00	2.43	0.02																	16.52	12.72	427.00	88.20	0.07			3.75	3.90	428.00	24.80	0.14			18.70	6.67	303.00	39.17	0.47																																													47.56	16.16	426.00	169.00	24.99			1.30	0.51	427.00	5.06	0.48			6.29	0.68	420.00	8.88	3.70			80.80	8.72	416.00	101.92	48.92			20.20	15.27	427.00	113.00	0.21			3.47	0.83	425.00	6.18	2.00			10.19	1.67	427.00	13.70	4.50		
