depth	month	area_tag	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p
0.00	1	19																																																																																																																																												
0.00	2	19																																																																																																																																												
0.00	3	19																																																		0.23	0.11	17.00	0.45	0.06	0.44	0.09																																																																							21.99	9.15	16.00	42.10	10.00			0.45	0.16	17.00	0.69	0.06	0.65	0.22
0.00	5	19																																																																																																																																												
0.00	6	19								9.59	2.47	17.00	15.23	5.45	13.21	6.29																																																																																																																														
0.00	7	19																																																																																																																																												
0.00	8	19	5.88	1.19	27.00	9.50	4.00			16.26	1.93	28.00	21.35	13.00			4.51	0.24	27.00	4.84	4.00																															0.11	0.20	19.00	0.94	0.01																								0.80	1.03	16.00	4.43	0.17																																													16.28	4.60	34.00	32.80	7.80	22.34	9.76	0.36	0.22	34.00	1.07	0.13	0.84	0.16
0.00	9	19																																																																																																																																												
0.00	11	19																																																																																																																																												
5.00	1	19																																																																																																																																												
5.00	2	19																																																																																																																																												
5.00	3	19																																																																																																																																												
5.00	5	19																																																																																																																																												
5.00	6	19																																																																																																																																												
5.00	7	19																																																																																																																																												
5.00	8	19																																																																																																																															15.16	2.91	21.00	20.70	8.60	18.78	11.40	0.35	0.14	21.00	0.71	0.13	0.52	0.16
5.00	9	19																																																																																																																																												
5.00	11	19																																																																																																																																												
10.00	1	19																																																																																																																																												
10.00	2	19																																																																																																																																												
10.00	3	19																																																																																																																																												
10.00	5	19																																																																																																																																												
10.00	6	19								8.29	2.24	17.00	10.91	4.08	10.85	4.10																																																																																																																														
10.00	7	19																																																																																																																																												
10.00	8	19	5.86	1.24	25.00	9.50	4.00			15.13	2.51	23.00	18.18	7.20			4.77	0.33	22.00	5.50	4.04																																																																																																												15.90	3.29	23.00	20.00	7.80			0.30	0.10	23.00	0.58	0.16		
10.00	9	19																																																																																																																																												
10.00	11	19																																																																																																																																												
15.00	2	19																																																																																																																																												
15.00	3	19																																																																																																																																												
15.00	5	19																																																																																																																																												
15.00	6	19																																																																																																																																												
15.00	8	19																																																																																																																																												
15.00	9	19																																																																																																																																												
15.00	11	19																																																																																																																																												
20.00	1	19																																																																																																																																												
20.00	2	19																																																																																																																																												
20.00	3	19																																																																																																																																												
20.00	5	19																																																																																																																																												
20.00	6	19																																																																																																																																												
20.00	8	19																																																																																																																																												
20.00	9	19																																																																																																																																												
20.00	11	19																																																																																																																																												
25.00	5	19																																																																																																																																												
25.00	7	19																																																																																																																																												
30.00	3	19																																																																																																																																												
30.00	5	19																																																																																																																																												
