depth	depth_interval	month	sea_basin	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	PH_LAB:mean	PH_LAB:std	PH_LAB:count	PH_LAB:max	PH_LAB:min	PH_LAB:95p	PH_LAB:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	oxygen_saturation:mean	oxygen_saturation:std	oxygen_saturation:count	oxygen_saturation:max	oxygen_saturation:min	oxygen_saturation:95p	oxygen_saturation:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
0.00	0_2.5	1	6	5.46	2.35	65.00	9.00	1.50			3.28	1.38	65.00	6.42	0.27			10.71	2.62	65.00	20.14	5.61										3.20	1.54	41.00	6.42	0.08			11.87	4.31	39.00	25.80	4.03			8.43	0.51	65.00	9.55	7.10			0.64	0.16	73.00	0.92	0.06	0.88	0.40	0.70	0.29	65.00	1.67	0.30			12.15	13.75	63.00	75.27	2.00			19.16	26.03	42.00	138.00	2.81			1.17	1.26	73.00	7.92	0.07	3.96	0.29	16.04	11.31	73.00	81.40	6.40	30.81	8.44	0.97	0.54	57.00	2.90	0.35																																						33.60	23.55	72.00	169.00	18.50			1.08	0.36	73.00	3.16	0.40	1.50	0.70	8.48	0.50	73.00	9.55	7.10	9.12	7.68	96.95	3.67	73.00	104.61	84.39	102.65	89.57	17.26	24.23	73.00	145.92	2.89	66.59	3.95	11.17	3.47	73.00	25.80	5.61	18.15	7.13	3.17	1.37	73.00	6.42	0.27	5.46	1.11
0.00	0_2.5	2	6	5.51	2.38	76.00	12.00	0.80			2.35	1.13	73.00	5.11	0.41			10.62	2.95	72.00	22.92	7.53										2.19	0.98	40.00	4.17	0.37			10.62	2.91	49.00	20.02	6.90			8.82	0.46	75.00	9.77	7.60			0.62	0.15	83.00	1.00	0.07			0.48	0.21	73.00	1.22	0.02			15.03	20.60	73.00	156.30	0.10			14.64	16.65	46.00	97.19	3.64			1.06	0.94	83.00	4.79	0.14			16.08	7.63	83.00	42.86	0.20			1.07	0.94	66.00	6.50	0.20																																						33.55	23.54	82.00	193.50	17.60			1.09	0.29	82.00	2.00	0.70			8.80	0.47	84.00	9.77	7.59			98.24	3.67	82.00	109.65	85.30			17.20	23.43	83.00	161.33	0.36			10.61	3.04	84.00	22.92	6.90			2.36	1.10	83.00	5.11	0.41		
0.00	0_2.5	3	6	5.77	2.31	87.00	12.00	1.95			3.28	1.30	77.00	5.37	0.41			10.53	2.10	74.00	17.29	7.17										3.02	1.33	49.00	5.01	0.10			10.70	2.90	52.00	20.20	7.14			8.85	0.64	79.00	10.15	6.10			0.45	0.18	88.00	1.10	0.04	0.72	0.21	0.35	0.20	77.00	1.11	0.05			10.42	12.07	76.00	52.31	0.34			9.57	12.84	51.00	72.13	0.12			0.97	1.06	88.00	7.61	0.05	2.16	0.05	12.12	5.62	88.00	36.78	2.70	22.44	5.50	1.97	1.62	71.00	9.70	0.20																																						31.35	19.78	88.00	161.50	17.14	67.20	19.43	0.94	0.26	88.00	1.90	0.51	1.46	0.60	8.82	0.62	88.00	10.18	6.10	9.72	7.90	100.57	5.80	88.00	112.65	73.18	106.97	89.44	13.17	19.98	88.00	124.25	0.23	47.59	1.97	10.59	2.50	88.00	20.20	7.17	15.29	7.96	3.21	1.30	88.00	5.37	0.10	5.00	1.20
0.00	0_2.5	4	6	6.34	2.50	81.00	13.00	2.50			5.92	1.26	72.00	9.64	3.12			9.70	2.57	69.00	21.05	7.39										5.85	1.25	43.00	9.62	3.40			9.29	2.80	47.00	21.07	7.40			8.54	0.62	75.00	9.74	6.10			0.22	0.10	83.00	0.56	0.05	0.40	0.08	0.12	0.09	72.00	0.42	0.02			4.06	7.69	70.00	41.09	0.10			4.06	7.49	48.00	37.21	0.06			0.65	0.88	83.00	5.60	0.05	2.08	0.09	5.50	3.48	83.00	16.25	0.20	11.94	0.73	1.21	0.70	66.00	3.60	0.20																																						21.83	7.69	83.00	63.00	14.00	34.78	15.70	0.66	0.19	83.00	1.03	0.30	0.96	0.39	8.55	0.60	83.00	9.74	6.10	9.62	7.80	103.44	6.56	81.00	117.04	75.97			4.05	6.52	83.00	37.87	0.10	16.96	0.23	9.70	2.66	82.00	21.05	7.39			5.78	1.27	83.00	9.64	3.12	7.55	3.72
0.00	0_2.5	5	6	6.04	2.19	82.00	12.00	2.50			10.95	1.33	75.00	14.45	8.47			9.79	2.83	73.00	19.27	7.10										10.63	1.74	50.00	14.57	5.50			9.46	2.21	53.00	18.66	7.15			7.69	0.55	79.00	9.45	5.95			0.16	0.09	88.00	0.43	0.02	0.33	0.05	0.09	0.20	76.00	1.71	0.02			0.70	1.31	60.00	8.67	0.10			0.69	1.42	51.00	8.81	0.10			0.36	0.42	87.00	3.21	0.04			5.05	2.85	88.00	13.75	0.50	9.64	1.54	0.99	0.65	70.00	2.70	0.10																																						19.57	4.50	88.00	40.00	12.14	27.16	14.29	0.64	0.27	88.00	1.65	0.30	1.18	0.32	7.67	0.55	87.00	9.45	5.95			104.25	7.04	87.00	127.61	84.20			0.89	1.29	87.00	9.01	0.10			9.94	2.75	88.00	19.27	7.10	15.80	7.58	10.77	1.49	87.00	14.45	5.50		
0.00	0_2.5	6	6	5.66	1.95	85.00	9.00	2.20	8.00	2.62	15.67	1.71	70.00	19.20	12.15			9.53	1.93	69.00	16.20	7.50										15.08	1.96	47.00	20.62	12.37			9.10	1.67	49.00	16.20	7.60			6.92	0.60	76.00	8.48	5.35			0.20	0.11	85.00	0.45	0.04	0.39	0.06	0.10	0.19	73.00	1.39	0.02			0.63	1.55	52.00	7.59	0.10			0.61	1.49	49.00	8.14	0.10			0.41	1.04	83.00	9.30	0.05			7.03	2.49	85.00	17.50	2.50	10.71	3.52	1.33	1.14	67.00	7.60	0.30																																						19.84	3.17	85.00	33.70	12.90	25.54	15.81	0.68	0.27	85.00	2.06	0.20	1.09	0.31	6.93	0.58	85.00	8.48	5.35	7.81	6.12	104.34	7.79	84.00	124.22	84.72			0.85	1.96	82.00	12.90	0.10			9.35	1.82	84.00	16.20	7.50			15.63	1.92	85.00	20.62	12.15	18.54	12.57
0.00	0_2.5	7	6	5.50	1.96	82.00	8.40	2.00	8.00	2.71	18.38	1.43	68.00	22.22	15.17			9.93	2.31	68.00	18.24	7.57										18.23	2.01	45.00	22.02	11.50			9.18	1.43	47.00	13.86	7.40			6.54	0.44	72.00	7.80	5.60			0.24	0.13	82.00	0.70	0.06	0.50	0.08	0.06	0.06	69.00	0.43	0.02			0.22	0.10	39.00	0.66	0.10			0.15	0.09	47.00	0.50	0.10			0.36	0.39	80.00	2.86	0.05			6.98	2.64	82.00	17.20	0.25	10.70	2.62	1.35	0.59	65.00	3.30	0.10																																						19.83	2.48	82.00	25.35	14.29	23.30	16.00	0.84	0.32	82.00	1.97	0.20	1.44	0.50	6.53	0.42	80.00	7.80	5.60			103.43	6.58	79.00	123.75	82.42			0.46	0.48	77.00	3.58	0.10			9.82	2.20	82.00	18.24	7.40	13.87	7.70	18.05	1.73	82.00	22.22	11.50	20.36	15.32
0.00	0_2.5	8	6	5.59	1.94	84.00	10.50	2.40			18.37	1.62	76.00	23.17	15.50			10.32	2.31	76.00	17.41	7.61										18.19	1.40	51.00	22.00	16.00			9.60	2.11	51.00	16.10	7.40			6.31	0.46	77.00	7.92	5.00			0.23	0.12	86.00	0.50	0.02	0.45	0.08	0.07	0.04	76.00	0.21	0.02			0.35	0.61	54.00	4.44	0.10			0.33	0.67	50.00	4.62	0.05			0.37	0.30	85.00	1.60	0.05			8.64	2.62	86.00	15.30	0.60	12.29	4.73	2.37	1.21	69.00	6.95	0.90																																						21.81	4.13	86.00	33.60	8.60	29.65	16.40	0.79	0.22	86.00	1.55	0.40	1.18	0.48	6.28	0.42	85.00	7.70	5.00			100.25	6.13	85.00	124.47	83.93			0.59	0.64	83.00	4.84	0.10			10.25	2.37	86.00	17.41	7.40	15.08	7.74	18.40	1.62	86.00	23.17	15.50	21.47	16.03
0.00	0_2.5	9	6	5.77	1.87	78.00	8.00	2.50			15.51	1.37	70.00	18.80	12.62			10.31	3.00	70.00	22.30	7.22										15.38	1.07	40.00	17.95	13.67			9.98	2.49	48.00	17.80	7.10			6.49	0.39	74.00	7.60	5.50			0.26	0.14	83.00	0.70	0.06			0.09	0.10	72.00	0.64	0.02			0.99	2.74	62.00	17.86	0.10			0.68	1.15	44.00	4.83	0.10			0.50	0.45	82.00	3.43	0.05			9.40	4.48	83.00	33.93	0.40			2.16	1.12	64.00	5.50	0.60																																						21.86	6.52	83.00	51.40	11.40			0.87	0.34	83.00	2.68	0.29			6.50	0.39	83.00	7.60	5.50			97.83	4.96	83.00	109.31	81.63			1.34	2.82	80.00	19.29	0.10			10.43	3.05	84.00	22.30	7.10	16.41	7.70	15.47	1.30	84.00	18.80	12.62	17.88	13.70
0.00	0_2.5	10	6	5.82	2.00	85.00	9.00	2.00			11.95	1.27	75.00	13.88	9.01			9.95	1.85	72.00	17.40	7.51										11.58	1.57	46.00	14.00	7.80			10.50	3.48	50.00	20.90	7.00			6.89	0.48	75.00	9.20	5.30			0.33	0.13	86.00	0.66	0.10	0.59	0.16	0.11	0.09	75.00	0.61	0.02			0.79	0.81	74.00	3.43	0.10			1.05	1.19	50.00	7.10	0.10			1.03	1.25	86.00	6.80	0.03	2.96	0.14	10.08	2.98	86.00	16.07	3.60	14.30	5.37	2.46	1.24	69.00	6.30	0.70																																						21.40	3.47	86.00	30.00	10.70	26.95	16.95	0.87	0.23	86.00	1.60	0.40	1.30	0.52	6.90	0.47	84.00	9.20	5.30			96.33	6.54	84.00	139.87	76.49			1.97	2.08	86.00	13.90	0.16	5.12	0.32	10.27	2.79	86.00	20.90	7.00	17.17	7.72	11.85	1.38	85.00	14.00	7.80		
