depth	depth_interval	month	sea_basin	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	PH_LAB:mean	PH_LAB:std	PH_LAB:count	PH_LAB:max	PH_LAB:min	PH_LAB:95p	PH_LAB:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	oxygen_saturation:mean	oxygen_saturation:std	oxygen_saturation:count	oxygen_saturation:max	oxygen_saturation:min	oxygen_saturation:95p	oxygen_saturation:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
0.00	0_2.5	7	15	6.64	1.07	73.00	9.40	4.30			15.97	1.97	64.00	20.25	12.40			5.33	0.24	64.00	5.84	4.03			7.21	0.37	53.00	7.92	6.27										5.37	0.16	19.00	5.78	4.98										0.03	0.02	74.00	0.10	0.01																	0.11	0.15	76.00	1.14	0.02			0.18	0.36	74.00	2.86	0.04			9.56	4.08	77.00	19.81	2.35	17.87	3.52	3.22	1.36	54.00	6.77	0.86																																						20.08	2.74	77.00	35.34	14.14	23.52	15.49	0.45	0.07	77.00	0.66	0.29	0.56	0.32	7.18	0.36	66.00	7.92	6.27			105.39	5.19	66.00	115.88	95.25			0.26	0.41	73.00	3.00	0.09			5.34	0.23	77.00	5.84	4.03	5.62	5.03	15.87	1.93	77.00	20.25	12.40	19.27	12.91
0.00	0_2.5	8	15	6.36	1.13	79.00	9.40	3.90			16.84	1.74	68.00	20.95	11.39			5.35	0.24	68.00	5.82	4.14			6.56	0.60	58.00	7.76	5.17										5.33	0.15	18.00	5.59	5.10										0.04	0.03	77.00	0.17	0.01																	0.09	0.06	77.00	0.33	0.03			0.16	0.19	74.00	1.00	0.02			11.62	3.89	80.00	18.81	3.70	17.73	5.25	2.89	0.94	59.00	5.90	1.50																																						20.96	2.73	80.00	37.18	15.99	24.43	16.99	0.50	0.07	80.00	0.75	0.29	0.61	0.39	6.55	0.57	69.00	7.76	5.17			98.23	7.56	69.00	112.35	79.20			0.23	0.19	71.00	1.07	0.08			5.34	0.23	80.00	5.82	4.14	5.64	4.98	16.88	1.75	80.00	20.95	11.39	18.71	12.75
5.00	2.5_7.5	7	15	6.62	1.15	53.00	9.40	4.30			15.04	1.59	44.00	17.71	11.28			5.38	0.17	44.00	5.87	5.05			7.51	0.43	43.00	8.85	6.64																																																																																																																										7.42	0.44	56.00	8.85	6.47			107.36	6.93	56.00	129.42	95.26										5.38	0.17	57.00	5.87	5.00	5.71	5.16	15.09	1.59	57.00	18.20	11.28	17.65	12.54
5.00	2.5_7.5	8	15	6.50	1.10	58.00	9.40	4.60			16.26	1.90	48.00	18.40	11.29			5.43	0.18	48.00	5.85	4.89			6.53	0.67	47.00	7.74	5.17																																																																																																																										6.54	0.62	57.00	7.74	5.17			97.06	8.00	57.00	108.26	79.02										5.41	0.18	59.00	5.85	4.89	5.72	5.14	16.39	1.90	59.00	19.89	11.29	18.69	12.36
10.00	7.5_12.5	7	15	6.75	1.08	45.00	9.40	4.80			13.78	1.41	35.00	17.03	11.26			5.42	0.20	35.00	6.04	5.05			7.22	0.48	34.00	7.99	6.18																								0.06	0.04	34.00	0.21	0.01																	0.14	0.22	33.00	1.07	0.02			0.22	0.21	31.00	0.75	0.04			9.64	4.62	35.00	18.65	2.21																																													18.52	2.01	35.00	22.91	13.78			0.45	0.06	34.00	0.56	0.32			7.21	0.44	47.00	7.99	6.18			101.17	6.27	47.00	111.46	85.19			0.33	0.36	31.00	1.43	0.06			5.43	0.19	48.00	6.04	5.05	5.75	5.20	13.54	1.43	48.00	17.03	10.91	16.39	11.41
10.00	7.5_12.5	8	15	6.40	1.18	49.00	9.40	4.40			15.25	2.37	39.00	17.74	8.64			5.50	0.22	39.00	6.05	5.06			6.35	0.69	38.00	7.80	5.19																								0.07	0.07	31.00	0.28	0.01																	0.13	0.12	32.00	0.54	0.02			0.24	0.25	33.00	1.00	0.06			11.57	4.73	35.00	18.56	4.66																																													19.13	2.46	35.00	23.85	10.71			0.46	0.07	35.00	0.60	0.23			6.39	0.64	48.00	7.80	5.19			92.89	7.58	48.00	105.62	77.32			0.36	0.33	30.00	1.37	0.09			5.47	0.21	50.00	6.05	5.06	5.84	5.16	15.38	2.33	50.00	19.30	8.64	18.07	11.19
15.00	12.5_17.5	7	15	6.26	0.98	40.00	8.30	4.30			12.24	1.88	44.00	16.98	7.03	14.70	9.50	5.47	0.19	44.00	6.11	5.06	5.77	5.23	7.20	0.54	43.00	8.56	5.94																																																																																																																										7.20	0.54	43.00	8.56	5.94			98.01	5.90	43.00	109.28	81.48										5.47	0.19	44.00	6.11	5.06	5.77	5.23	12.24	1.88	44.00	16.98	7.03	14.70	9.50
15.00	12.5_17.5	8	15	6.28	1.06	48.00	8.90	3.90			12.55	2.86	49.00	17.20	3.28	16.95	8.07	5.60	0.30	49.00	6.58	4.76	6.03	5.14	6.33	0.72	47.00	7.75	4.90																																																																																																																										6.20	1.16	48.00	7.75	0.00			85.22	15.22	48.00	100.86	0.00										5.60	0.30	49.00	6.58	4.76	6.03	5.14	12.55	2.86	49.00	17.20	3.28	16.95	8.07
20.00	17.5_22.5	7	15	6.75	1.08	45.00	9.40	4.80			11.46	1.73	35.00	16.08	7.33			5.56	0.23	35.00	6.17	5.09			7.02	0.56	34.00	8.58	5.90																								0.12	0.08	33.00	0.30	0.03																	0.14	0.22	32.00	1.14	0.02			0.25	0.19	34.00	0.75	0.07			13.84	3.43	22.00	18.59	7.67																																													16.75	2.39	35.00	23.13	10.07			0.43	0.08	35.00	0.60	0.23			6.99	0.51	47.00	8.58	5.90			92.85	6.17	47.00	106.56	78.75			0.36	0.31	31.00	1.50	0.10			5.57	0.22	48.00	6.17	5.09	5.93	5.28	11.09	1.86	48.00	16.08	7.33	13.34	7.78
20.00	17.5_22.5	8	15	6.40	1.18	49.00	9.40	4.40			10.88	2.34	39.00	15.64	6.42			5.81	0.32	39.00	6.78	5.32			6.22	0.76	38.00	7.96	4.99																								0.23	0.17	35.00	0.69	0.03																	0.54	0.40	34.00	1.48	0.07			0.57	0.54	33.00	2.11	0.06			16.26	3.28	24.00	20.77	9.79																																													17.61	1.83	35.00	20.94	14.14			0.51	0.15	35.00	0.96	0.23			6.23	0.70	48.00	7.96	4.99			82.16	7.75	48.00	97.52	66.49			1.11	0.73	32.00	3.26	0.16			5.76	0.31	50.00	6.78	5.32	6.24	5.36	10.78	2.28	50.00	15.64	6.42	15.08	7.26
