depth	depth_interval	month	sea_basin	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	PH_LAB:mean	PH_LAB:std	PH_LAB:count	PH_LAB:max	PH_LAB:min	PH_LAB:95p	PH_LAB:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	oxygen_saturation:mean	oxygen_saturation:std	oxygen_saturation:count	oxygen_saturation:max	oxygen_saturation:min	oxygen_saturation:95p	oxygen_saturation:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
0.00	0_2.5	2	13	2.68	1.35	78.00	6.80	0.50			1.40	1.03	26.00	3.70	0.10			4.09	1.63	26.00	6.60	2.00			8.98	0.78	30.00	11.10	7.55			1.06	0.77	90.00	3.00	0.00			3.79	1.82	81.00	6.90	2.00			8.56	0.92	31.00	11.60	7.10			1.44	3.30	112.00	35.51	0.22																	21.70	19.54	105.00	92.86	0.14			3.92	9.07	96.00	85.70	0.17			52.18	28.51	45.00	160.20	21.70																																													53.25	25.84	110.00	143.00	6.16			1.98	3.55	116.00	38.74	0.65	3.63	0.81	8.77	0.88	61.00	11.60	7.10			90.48	8.20	61.00	115.53	73.09			24.41	21.95	96.00	99.43	0.31			3.88	1.77	106.00	6.90	2.00			1.13	0.84	116.00	3.70	0.00	2.76	0.10
0.00	0_2.5	4	13	2.19	1.36	86.00	7.00	0.20	4.92	0.82																						5.19	1.23	86.00	9.50	2.60	7.10	3.52	4.21	1.64	75.00	7.10	2.00			9.65	1.51	26.00	13.30	7.80			0.43	0.51	82.00	2.20	0.06																	15.24	17.50	75.00	70.00	0.70			2.70	3.06	64.00	15.00	0.70			35.14	23.56	50.00	111.10	1.40																																													47.59	21.84	80.00	99.90	14.30			1.23	0.88	86.00	4.68	0.19	3.00	0.39	9.65	1.51	26.00	13.30	7.80			111.83	20.60	26.00	159.00	86.08			19.14	20.44	64.00	74.30	0.70			4.21	1.64	75.00	7.10	2.00			5.19	1.23	86.00	9.50	2.60	7.10	3.52
0.00	0_2.5	6	13	2.77	1.39	129.00	6.50	0.80			15.53	2.48	28.00	19.80	9.50			4.86	1.47	28.00	6.90	2.00			7.62	0.79	32.00	9.40	6.12			15.41	2.63	107.00	21.35	9.50			4.69	1.50	99.00	6.80	2.00			7.66	0.81	33.00	9.20	5.80			0.20	0.18	129.00	1.42	0.01																	4.53	9.51	125.00	57.10	0.02			1.52	1.66	115.00	9.30	0.07			8.32	5.00	53.00	30.30	1.22			9.64	6.44	52.00	33.00	1.70																																						32.47	13.28	123.00	100.00	4.90			0.84	0.48	134.00	4.50	0.30			7.64	0.79	65.00	9.40	5.80			111.43	13.66	65.00	140.81	74.31			5.71	9.14	114.00	45.00	0.09			4.73	1.49	127.00	6.90	2.00			15.44	2.59	135.00	21.35	9.50	19.36	10.97
0.00	0_2.5	7	13	2.43	1.22	47.00	5.90	0.50			18.35	2.26	35.00	24.20	12.70			5.10	1.45	35.00	7.00	1.74			6.69	1.10	39.00	10.21	3.49			18.75	2.44	19.00	22.00	14.20			4.47	1.17	19.00	6.40	2.60										0.23	0.18	54.00	0.74	0.02	0.62	0.04															1.84	4.97	46.00	29.98	0.06			1.25	1.93	54.00	7.86	0.07	6.37	0.10								7.32	6.62	50.00	42.00	1.00																																						29.63	10.70	54.00	63.60	4.06	45.84	15.20	0.87	0.32	54.00	1.67	0.35	1.40	0.41	6.63	1.05	48.00	10.21	3.49			102.87	16.18	48.00	152.15	56.66			2.90	6.01	47.00	31.76	0.07			4.88	1.38	54.00	7.00	1.74	6.79	2.67	18.49	2.31	54.00	24.20	12.70	21.90	14.80
0.00	0_2.5	8	13	2.54	1.13	135.00	5.80	0.80			19.69	2.85	35.00	23.50	11.00			5.16	1.57	34.00	7.13	0.92			6.75	0.78	38.00	9.90	5.80			18.91	2.52	106.00	23.40	11.50			4.84	1.29	96.00	7.00	2.00			6.80	0.93	33.00	9.60	5.30			0.22	0.18	135.00	1.00	0.02																	0.67	0.60	125.00	4.35	0.02			1.14	1.22	121.00	6.90	0.07			13.04	5.89	55.00	36.70	3.60			7.14	5.89	107.00	39.00	1.00																																						27.23	8.51	130.00	50.00	5.04			0.92	0.49	141.00	4.84	0.29	1.42	0.45	6.77	0.85	71.00	9.90	5.30			105.91	14.15	69.00	156.94	80.20			1.65	1.71	114.00	9.70	0.07			4.93	1.37	130.00	7.13	0.92			19.11	2.62	141.00	23.50	11.00	22.80	14.90
0.00	0_2.5	10	13	3.16	1.34	124.00	7.00	0.50			11.34	2.07	27.00	14.20	5.70			5.18	1.47	23.00	6.90	2.00			6.97	0.69	31.00	8.70	5.50			9.68	2.04	101.00	13.40	3.80			5.11	1.18	92.00	7.10	2.00			6.79	0.65	38.00	7.70	4.50			0.70	0.70	121.00	6.78	0.07																	4.01	5.92	120.00	35.70	0.07			1.89	1.94	108.00	10.00	0.14			24.01	13.31	50.00	82.20	9.30																																													27.59	8.78	117.00	57.10	3.78			1.30	0.88	128.00	7.10	0.32	2.38	0.62	6.87	0.67	69.00	8.70	4.50			90.21	8.51	65.00	113.12	55.35			5.75	6.91	108.00	36.05	0.14			5.12	1.24	115.00	7.10	2.00			10.03	2.15	128.00	14.20	3.80	13.03	6.54
0.00	0_2.5	12	13	2.75	1.36	122.00	6.90	0.30			4.37	1.02	28.00	7.00	3.00			5.12	1.28	27.00	6.90	2.00			8.00	0.57	32.00	9.00	6.85			3.43	1.58	99.00	7.60	0.00			4.66	1.50	92.00	6.80	2.00			7.95	0.77	32.00	9.80	6.60			1.39	1.45	122.00	14.21	0.13																	10.47	9.55	119.00	45.00	0.14			2.26	3.60	108.00	30.70	0.07			41.14	24.11	50.00	134.60	16.70																																													38.68	16.43	117.00	99.93	4.76			1.88	1.58	128.00	15.50	0.71	3.55	0.94	7.98	0.67	64.00	9.80	6.60			89.31	6.71	63.00	108.87	73.11			12.08	11.06	108.00	49.30	0.14			4.76	1.47	119.00	6.90	2.00			3.64	1.52	127.00	7.60	0.00		
5.00	2.5_7.5	2	13	2.81	1.10	34.00	5.20	1.10			1.75	1.08	26.00	4.00	0.40			6.05	0.83	18.00	6.90	4.00			8.36	1.12	30.00	9.70	5.00			2.02	1.06	33.00	5.70	0.25			5.72	0.76	29.00	6.80	3.50			8.12	0.62	18.00	9.20	6.80			1.19	0.44	59.00	2.65	0.19	2.00	0.68															9.26	10.66	58.00	43.60	0.14			1.33	2.28	59.00	17.10	0.07	2.59	0.13	28.91	4.60	20.00	42.70	22.40																																													32.91	12.36	59.00	71.40	6.16	57.19	13.76	1.52	0.54	59.00	3.23	0.90	2.68	1.00	8.27	0.96	48.00	9.70	5.00			89.00	7.03	36.00	100.52	70.02			10.28	10.95	59.00	44.21	0.29	30.70	0.71	5.85	0.80	47.00	6.90	3.50			1.90	1.07	59.00	5.70	0.25	3.90	0.49
5.00	2.5_7.5	4	13	2.38	1.21	22.00	6.10	1.00	4.48	1.01																						4.14	1.01	22.00	5.95	2.05	5.50	2.33	5.21	1.03	22.00	6.60	2.70	6.58	2.96								0.25	0.20	22.00	0.70	0.06	0.69	0.06															3.96	7.23	22.00	28.90	0.70	19.90	0.70	1.12	0.69	22.00	3.55	0.70	2.37	0.70	19.70	11.17	21.00	40.75	1.05																																													34.33	13.19	22.00	70.70	19.30	62.62	22.10	0.90	0.27	22.00	1.90	0.50	1.10	0.68															4.75	7.82	22.00	32.45	0.70	20.35	0.70	5.21	1.03	22.00	6.60	2.70	6.58	2.96	4.14	1.01	22.00	5.95	2.05	5.50	2.33
5.00	2.5_7.5	6	13	2.62	1.27	60.00	6.00	0.91			13.75	2.85	28.00	19.30	8.60			5.45	1.24	19.00	7.00	2.20			6.95	1.04	32.00	9.30	4.50			13.28	2.66	38.00	18.10	7.55			5.14	1.13	34.00	6.60	2.90			7.37	0.74	22.00	8.55	5.80			0.18	0.15	66.00	0.70	0.05	0.48	0.06															1.53	3.31	65.00	18.90	0.02			1.57	1.78	65.00	9.29	0.09			8.97	4.76	22.00	20.70	1.24																																													27.10	9.41	66.00	51.40	4.62	42.91	16.41	0.79	0.63	66.00	5.25	0.30	1.36	0.41	7.12	0.95	54.00	9.30	4.50			100.81	15.39	41.00	138.84	61.85			2.97	4.20	65.00	19.75	0.11			5.25	1.17	53.00	7.00	2.20			13.48	2.73	66.00	19.30	7.55	17.84	9.25
