depth	depth_interval	month	sea_basin	SECCHI:mean	SECCHI:std	SECCHI:count	SECCHI:max	SECCHI:min	SECCHI:95p	SECCHI:5p	TEMP_CTD:mean	TEMP_CTD:std	TEMP_CTD:count	TEMP_CTD:max	TEMP_CTD:min	TEMP_CTD:95p	TEMP_CTD:5p	SALT_CTD:mean	SALT_CTD:std	SALT_CTD:count	SALT_CTD:max	SALT_CTD:min	SALT_CTD:95p	SALT_CTD:5p	DOXY_CTD:mean	DOXY_CTD:std	DOXY_CTD:count	DOXY_CTD:max	DOXY_CTD:min	DOXY_CTD:95p	DOXY_CTD:5p	TEMP_BTL:mean	TEMP_BTL:std	TEMP_BTL:count	TEMP_BTL:max	TEMP_BTL:min	TEMP_BTL:95p	TEMP_BTL:5p	SALT_BTL:mean	SALT_BTL:std	SALT_BTL:count	SALT_BTL:max	SALT_BTL:min	SALT_BTL:95p	SALT_BTL:5p	DOXY_BTL:mean	DOXY_BTL:std	DOXY_BTL:count	DOXY_BTL:max	DOXY_BTL:min	DOXY_BTL:95p	DOXY_BTL:5p	PHOS:mean	PHOS:std	PHOS:count	PHOS:max	PHOS:min	PHOS:95p	PHOS:5p	NTRI:mean	NTRI:std	NTRI:count	NTRI:max	NTRI:min	NTRI:95p	NTRI:5p	NTRA:mean	NTRA:std	NTRA:count	NTRA:max	NTRA:min	NTRA:95p	NTRA:5p	NTRZ:mean	NTRZ:std	NTRZ:count	NTRZ:max	NTRZ:min	NTRZ:95p	NTRZ:5p	AMON:mean	AMON:std	AMON:count	AMON:max	AMON:min	AMON:95p	AMON:5p	SIO3-SI:mean	SIO3-SI:std	SIO3-SI:count	SIO3-SI:max	SIO3-SI:min	SIO3-SI:95p	SIO3-SI:5p	CPHL:mean	CPHL:std	CPHL:count	CPHL:max	CPHL:min	CPHL:95p	CPHL:5p	HUMUS:mean	HUMUS:std	HUMUS:count	HUMUS:max	HUMUS:min	HUMUS:95p	HUMUS:5p	H2S:mean	H2S:std	H2S:count	H2S:max	H2S:min	H2S:95p	H2S:5p	PH:mean	PH:std	PH:count	PH:max	PH:min	PH:95p	PH:5p	PH_LAB:mean	PH_LAB:std	PH_LAB:count	PH_LAB:max	PH_LAB:min	PH_LAB:95p	PH_LAB:5p	ALKY:mean	ALKY:std	ALKY:count	ALKY:max	ALKY:min	ALKY:95p	ALKY:5p	NTOT:mean	NTOT:std	NTOT:count	NTOT:max	NTOT:min	NTOT:95p	NTOT:5p	PTOT:mean	PTOT:std	PTOT:count	PTOT:max	PTOT:min	PTOT:95p	PTOT:5p	doxy:mean	doxy:std	doxy:count	doxy:max	doxy:min	doxy:95p	doxy:5p	oxygen_saturation:mean	oxygen_saturation:std	oxygen_saturation:count	oxygen_saturation:max	oxygen_saturation:min	oxygen_saturation:95p	oxygen_saturation:5p	din:mean	din:std	din:count	din:max	din:min	din:95p	din:5p	salt:mean	salt:std	salt:count	salt:max	salt:min	salt:95p	salt:5p	temp:mean	temp:std	temp:count	temp:max	temp:min	temp:95p	temp:5p
0.00	0_2.5	2	22								0.25	0.29	33.00	1.30	-0.07			2.18	0.49	34.00	4.20	2.00										0.12	0.23	41.00	0.70	-0.50			2.06	0.18	58.00	2.77	2.00			6.94	2.91	45.00	11.30	0.21			0.15	0.08	79.00	0.48	0.06			0.23	0.11	61.00	0.56	0.07			6.26	3.24	61.00	18.71	2.58			6.56	3.44	70.00	19.08	0.28			7.05	7.69	82.00	40.14	0.79																															7.00	0.32	23.00	7.57	6.36																	27.48	16.50	97.00	97.05	8.60	51.16	9.86	0.51	0.53	97.00	3.44	0.06	1.09	0.12	7.17	2.81	60.00	11.30	0.21			81.37	19.75	37.00	111.87	33.79			13.57	9.84	79.00	56.03	3.65			2.13	0.36	71.00	4.20	2.00			0.18	0.27	74.00	1.30	-0.50		
0.00	0_2.5	3	22								0.25	0.26	177.00	1.75	-0.20			2.01	0.11	183.00	2.70	1.14			8.88	0.98	117.00	12.04	5.30			0.35	0.54	121.00	5.00	-0.20			2.01	0.17	238.00	3.10	0.10			7.98	1.98	99.00	11.06	0.49			0.11	0.07	234.00	0.52	0.02			0.17	0.15	139.00	1.22	0.02			7.28	3.67	111.00	28.23	0.34			7.12	4.14	162.00	28.52	0.43			4.36	5.24	219.00	37.36	0.21			126.87	66.77	27.00	220.00	44.20										36.59	19.47	28.00	68.30	7.30										7.04	0.27	182.00	9.90	6.50			7.01	0.20	35.00	7.30	6.50										20.75	11.62	307.00	102.30	5.40			0.34	0.53	307.00	5.03	0.06			8.46	1.59	213.00	12.04	0.49			85.94	13.20	172.00	119.27	34.50			11.91	6.93	192.00	39.00	3.33			2.01	0.17	286.00	3.10	0.10			0.29	0.40	292.00	5.00	-0.20		
0.00	0_2.5	4	22								0.54	0.65	43.00	3.39	-0.40			2.03	0.13	43.00	2.60	2.00										0.80	0.74	21.00	2.65	0.00			2.00	0.00	46.00	2.00	2.00			9.47	0.42	37.00	10.40	8.60			0.09	0.05	33.00	0.23	0.01																	6.25	3.56	20.00	15.71	3.30			3.20	2.66	23.00	11.40	0.34																															7.09	0.23	34.00	7.60	6.70																	21.58	8.99	66.00	53.71	4.90			0.32	0.28	70.00	1.65	0.05			9.09	0.74	52.00	10.40	6.85			90.57	8.03	40.00	101.92	68.40			9.99	4.38	22.00	21.21	4.09			2.03	0.11	55.00	2.60	2.00			0.63	0.69	64.00	3.39	-0.40		
0.00	0_2.5	5	22	2.19	1.43	108.00	8.50	0.50			6.12	2.21	123.00	12.80	1.30			2.02	0.10	125.00	2.62	2.00			8.28	0.77	48.00	9.58	5.94			6.72	3.33	30.00	15.70	1.80			2.02	0.07	86.00	2.50	2.00			8.61	0.56	52.00	9.80	7.41			0.12	0.10	74.00	0.68	0.03			0.29	0.16	59.00	0.76	0.06			5.09	2.78	58.00	11.07	0.70										1.22	2.05	67.00	7.10	0.07			88.32	25.51	60.00	153.80	43.10			1.97	1.17	93.00	6.20	0.55			46.45	18.50	46.00	92.20	21.20										7.17	0.32	107.00	7.72	6.30																	20.15	4.96	161.00	35.19	9.29			0.38	0.20	160.00	1.60	0.06			8.45	0.69	100.00	9.80	5.94			96.88	8.16	63.00	105.92	64.47			5.92	2.66	58.00	12.48	1.97			2.02	0.09	128.00	2.62	2.00			6.21	2.48	154.00	15.70	1.30		
0.00	0_2.5	6	22	3.13	1.30	280.00	7.40	0.30			12.15	2.53	227.00	17.75	5.94			2.03	0.11	207.00	2.60	1.78			7.48	0.81	164.00	10.01	5.25			12.47	2.25	106.00	17.50	6.10			2.04	0.11	248.00	2.60	2.00			7.59	0.72	89.00	10.00	6.16			0.07	0.04	127.00	0.26	0.01			0.21	0.12	89.00	0.57	0.07			3.40	2.03	66.00	8.56	0.05			2.47	2.04	39.00	13.56	0.47			1.31	2.61	133.00	23.24	0.06			73.27	20.44	66.00	166.20	36.00			2.07	0.99	218.00	6.90	0.85			43.79	16.08	45.00	83.60	20.00										7.25	0.32	245.00	8.00	5.90			7.26	0.22	42.00	7.60	6.75			0.24	0.06	17.00	0.39	0.15			16.54	5.37	340.00	39.20	4.50			0.35	0.28	342.00	3.87	0.06			7.53	0.79	250.00	10.01	5.25			99.47	9.17	196.00	139.64	69.57			4.08	3.09	101.00	25.07	0.50			2.03	0.11	294.00	2.60	1.78			12.25	2.46	329.00	17.75	5.94		
0.00	0_2.5	7	22	2.97	1.70	178.00	8.50	0.40			18.45	2.85	144.00	24.20	6.30			2.09	0.21	121.00	2.87	2.00			6.64	0.48	36.00	7.81	5.36			19.12	1.02	56.00	21.85	16.96			2.06	0.24	111.00	3.20	0.65			6.15	0.80	79.00	8.04	3.85			0.05	0.04	34.00	0.16	0.01			0.15	0.06	24.00	0.31	0.05			1.04	1.26	24.00	4.67	0.04										0.35	0.32	43.00	1.79	0.11			57.38	10.89	24.00	79.80	29.00			3.67	2.50	92.00	14.00	1.00			29.12	9.90	24.00	58.40	18.50										7.44	0.37	45.00	8.10	6.80			7.42	0.24	27.00	7.99	7.10										20.07	8.19	188.00	47.90	6.71			0.49	0.59	193.00	6.59	0.06			6.30	0.75	115.00	8.04	3.85			96.53	8.38	83.00	119.73	61.15			1.97	2.17	29.00	7.14	0.20			2.09	0.25	177.00	3.20	0.65			18.61	2.87	158.00	24.70	6.30		
0.00	0_2.5	8	22	3.73	1.64	326.00	8.50	0.50			17.05	1.92	250.00	21.50	11.20			2.05	0.15	232.00	2.80	2.00			6.66	0.85	155.00	10.90	4.50			17.34	1.88	124.00	23.80	12.70			2.04	0.19	270.00	3.00	0.30			6.49	0.75	138.00	8.30	3.29			0.06	0.03	128.00	0.18	0.01			0.15	0.09	80.00	0.58	0.05			1.03	0.99	56.00	2.90	0.04			1.56	1.60	49.00	7.14	0.17			1.14	1.71	141.00	7.10	0.06			57.53	15.87	56.00	97.20	36.70			2.59	1.98	226.00	20.00	0.70			31.25	14.02	40.00	69.90	16.50										7.40	0.29	247.00	8.00	6.60			7.38	0.25	54.00	8.05	6.70										16.43	6.38	404.00	63.00	5.20			0.34	0.44	407.00	8.38	0.06			6.57	0.81	290.00	10.90	3.29			98.08	11.22	212.00	158.16	49.95			1.87	1.42	94.00	7.14	0.17			2.05	0.20	352.00	3.00	0.30			17.18	1.89	370.00	23.80	11.20		
0.00	0_2.5	9	22	3.99	1.69	228.00	8.00	0.20			12.45	2.30	169.00	17.00	7.55			2.06	0.16	164.00	2.85	2.00			7.21	0.69	131.00	10.46	4.96			12.06	2.01	115.00	16.00	7.00			2.06	0.15	195.00	2.85	2.00			7.40	0.41	84.00	8.30	6.09			0.05	0.03	97.00	0.14	0.01			0.14	0.07	68.00	0.43	0.07			1.36	1.09	56.00	3.87	0.04			2.69	3.43	29.00	19.29	0.29			0.97	1.53	98.00	7.10	0.02			47.99	17.10	56.00	104.30	19.10			2.28	1.71	176.00	16.00	0.50			28.02	12.83	53.00	74.60	14.70										7.41	0.28	227.00	7.96	6.60			7.30	0.29	41.00	7.67	6.40										15.75	5.17	293.00	43.60	5.30			0.28	0.25	294.00	3.54	0.06			7.29	0.61	212.00	10.46	4.96			96.28	8.85	149.00	137.80	68.18			2.53	2.88	82.00	24.93	0.21			2.06	0.16	245.00	2.85	2.00			12.26	2.20	282.00	17.00	7.00		
0.00	0_2.5	10	22	3.43	1.35	44.00	6.10	0.50			6.51	2.08	67.00	10.00	2.62			2.05	0.15	65.00	2.77	2.00			7.29	0.70	22.00	8.18	6.20										2.02	0.10	56.00	2.54	2.00			7.94	0.72	27.00	8.96	6.04			0.06	0.03	49.00	0.13	0.01			0.18	0.11	32.00	0.50	0.07			2.67	1.14	22.00	4.39	0.33										1.21	1.83	35.00	7.10	0.06			56.22	22.76	22.00	113.20	29.70			2.29	1.44	38.00	8.50	1.00			35.24	19.39	20.00	95.30	16.90										7.50	0.25	54.00	7.86	6.70																	16.82	4.70	81.00	30.70	6.00			0.24	0.10	83.00	0.48	0.06			7.65	0.77	49.00	8.96	6.04			87.99	9.34	36.00	98.79	67.78			3.15	1.16	22.00	4.86	0.60			2.05	0.15	67.00	2.77	2.00			6.37	2.12	80.00	10.00	0.80		
0.00	0_2.5	11	22								2.09	1.59	34.00	5.01	-0.10			2.19	0.23	33.00	2.77	2.00																															0.06	0.05	34.00	0.22	0.01			0.18	0.08	36.00	0.40	0.07			4.40	1.01	36.00	6.30	1.68										0.69	0.54	34.00	2.98	0.13			55.82	24.78	36.00	132.00	32.00										33.55	14.46	26.00	66.20	16.70										7.52	0.27	34.00	7.84	6.60																	19.12	2.06	36.00	24.98	15.50			0.22	0.08	36.00	0.41	0.10																	5.32	1.11	34.00	8.07	2.53			2.19	0.23	37.00	2.77	2.00	2.67	2.00	2.11	1.56	37.00	5.01	-0.10	4.82	0.20
